cached_date,state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
2026-05-23,Gujarat,Rajkot,Dhoraji APMC,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,23/05/2026,9000,10730,10730
2026-05-23,Gujarat,Surendranagar,Dasada Patadi APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,23/05/2026,17700,18880,18500
2026-05-23,Gujarat,Amreli,Babra APMC,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,23/05/2026,7550,11500,9525
2026-05-23,Gujarat,Amreli,Damnagar APMC,Cabbage,Cabbage,Local,23/05/2026,2000,2000,2000
2026-05-23,Gujarat,Amreli,Damnagar APMC,Cauliflower,Cauliflower,Local,23/05/2026,2500,2500,2500
2026-05-23,Gujarat,Surendranagar,Dhragradhra APMC,Soanf,Soanf,Local,23/05/2026,6225,8405,7500
2026-05-23,Gujarat,Surendranagar,Dhragradhra APMC,Guar Seed(Cluster Beans Seed),Whole,Local,23/05/2026,5475,5570,5525
2026-05-23,Gujarat,Surendranagar,Dhragradhra APMC,Kabuli Chana(Chickpeas-White),Kabul,Local,23/05/2026,5125,5125,5125
2026-05-23,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Apple,Apple,Local,23/05/2026,10000,20000,15000
2026-05-23,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cabbage,Cabbage,Local,23/05/2026,300,1000,650
2026-05-23,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Cauliflower,Cauliflower,Local,23/05/2026,500,1500,1000
2026-05-23,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Carrot,Carrot,Local,23/05/2026,1000,3000,2000
2026-05-23,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Sweet Potato,Sweet Potato,Local,23/05/2026,1500,2000,1750
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,23/05/2026,6250,8675,7465
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,Bengal Gram(Gram)(Whole),Other,FAQ,23/05/2026,4020,5485,4755
2026-05-23,Gujarat,Surat,Surat APMC,Cluster beans,Other,FAQ,23/05/2026,3000,6500,4750
2026-05-23,Gujarat,Surat,Surat APMC,French Beans(Frasbean),Other,FAQ,23/05/2026,7000,9000,8000
2026-05-23,Gujarat,Surat,Surat APMC,Drumstick,Drumstick,FAQ,23/05/2026,1000,3000,2000
2026-05-23,Gujarat,Surat,Surat APMC,Elephant Yam(Suran)/Amorphophallus,Other,FAQ,23/05/2026,2500,3300,2900
2026-05-23,Gujarat,Surat,Surat APMC,Kartali(Kantola),Other,FAQ,23/05/2026,18000,20000,19000
2026-05-23,Gujarat,Navsari,Bilimora APMC,Brinjal,Other,FAQ,23/05/2026,1000,1500,1400
2026-05-23,Gujarat,Navsari,Bilimora APMC,Cauliflower,Other,FAQ,23/05/2026,1500,2500,2000
2026-05-23,Gujarat,Navsari,Bilimora APMC,Potato,Other,FAQ,23/05/2026,1300,1800,1500
2026-05-23,Gujarat,Patan,Siddhpur APMC,Rajgir,Other,FAQ,23/05/2026,7500,7500,7500
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Wheat,Other,FAQ,23/05/2026,2205,2675,2350
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Garlic,Garlic,FAQ,23/05/2026,2755,9280,6005
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Soyabean,Soyabeen,FAQ,23/05/2026,6000,7455,7250
2026-05-23,Gujarat,Morbi,Vankaner APMC,Jowar(Sorghum),Jowar ( White),FAQ,23/05/2026,3500,4820,4450
2026-05-23,Gujarat,Morbi,Vankaner APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,23/05/2026,16000,18900,17800
2026-05-23,Gujarat,Morbi,Vankaner APMC,Soanf,Soanf,FAQ,23/05/2026,6350,8255,7255
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Potato,Other,FAQ,23/05/2026,1300,1700,1500
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Bottle gourd,Other,FAQ,23/05/2026,1200,1500,1350
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Drumstick,Other,FAQ,23/05/2026,1500,2500,2000
2026-05-23,Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Paddy(Common),Other,FAQ,23/05/2026,1700,2000,1850
2026-05-23,Gujarat,Gir Somnath,Una APMC,Castor Seed,Other,FAQ,23/05/2026,6300,6375,6310
2026-05-23,Gujarat,Dahod,Dahod APMC,Rice,Lashkari,FAQ,23/05/2026,5000,6000,5550
2026-05-23,Gujarat,Dahod,Dahod APMC,Maize,White (SAFED),Local,23/05/2026,1880,2750,2050
2026-05-23,Gujarat,Dahod,Dahod APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),Non-FAQ,23/05/2026,7200,8050,7650
2026-05-23,Gujarat,Dahod,Dahod APMC,Red gram/Arhar/Tur(whole),Arhar (Whole),Non-FAQ,23/05/2026,5800,6300,6150
2026-05-23,Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Tomato,Tomato,FAQ,23/05/2026,1670,2755,2210
2026-05-23,Gujarat,Ahmedabad,Viramgam APMC,"Sesamum(Sesame,Gingelly,Til)",Other,Local,23/05/2026,8500,11875,10185
2026-05-23,Gujarat,Amreli,Amreli APMC,Soyabean,Soyabeen,FAQ,23/05/2026,5150,7575,7400
2026-05-23,Gujarat,Amreli,Amreli APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,23/05/2026,11300,18750,17275
2026-05-23,Gujarat,Ahmedabad,Sanad APMC,Wheat,Sharbati,FAQ,23/05/2026,2500,2500,2500
2026-05-23,Gujarat,Sabarkantha,Modasa APMC,Wheat,Lokwan Gujrat,FAQ,23/05/2026,2345,2450,2450
2026-05-23,Gujarat,Sabarkantha,Modasa APMC,Bajra(Pearl Millet/Cumbu),Hybrid,Non-FAQ,23/05/2026,2275,2460,2460
2026-05-23,Gujarat,Sabarkantha,Modasa APMC,Kabuli Chana(Chickpeas-White),Kabul Small,Local,23/05/2026,5050,5500,5500
2026-05-23,Gujarat,Gandhinagar,Dehgam APMC,Wheat,Other,FAQ,23/05/2026,2345,2410,2377
2026-05-23,Gujarat,Banaskanth,Palanpur APMC,Castor Seed,Castor seed,Local,23/05/2026,6502.5,6502.5,6502.5
2026-05-23,Gujarat,Banaskanth,Palanpur APMC,Bajra(Pearl Millet/Cumbu),Deshi,Local,23/05/2026,2445,2445,2445
2026-05-23,Gujarat,Banaskanth,Palanpur APMC,Mustard,Mustard,Local,23/05/2026,6812.5,6812.5,6812.5
2026-05-23,Gujarat,Sabarkantha,Bhiloda APMC,Groundnut,Other,FAQ,23/05/2026,7500,7900,7700
2026-05-23,Gujarat,Surat,Songadh APMC,Mango,Other,Grade A,23/05/2026,1500,6500,3000
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Bitter gourd,Bitter Gourd,Local,23/05/2026,2000,3000,2500
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Cabbage,Cabbage,Local,23/05/2026,800,1200,1000
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Cauliflower,Cauliflower,Local,23/05/2026,1000,2200,1600
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Garlic,Garlic,Local,23/05/2026,5500,15000,12500
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Pea Pod/Pea Cod/हरी मटर,Peas cod,Local,23/05/2026,6000,8000,7000
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Onion,Onion,Local,23/05/2026,800,1900,1200
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Sponge gourd,Sponge gourd,Local,23/05/2026,1500,2500,2000
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Tomato,Tomato,Local,23/05/2026,1000,2000,1500
2026-05-23,Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Potato,Potato,Grade B,23/05/2026,700,800,750
2026-05-23,Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Tomato,Tomato,Grade B,23/05/2026,2000,2500,2250
2026-05-23,Gujarat,Chhota Udaipur,Kalediya APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,23/05/2026,7700,8600,8150
2026-05-23,Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Guar,Gwar,Local,23/05/2026,3000,4000,3500
2026-05-23,Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Brinjal,Round/Long,Local,23/05/2026,1000,2000,1500
2026-05-23,Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Brinjal,Round,Local,23/05/2026,1200,1200,1200
2026-05-23,Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Tomato,Tomato,Local,23/05/2026,2000,2000,2000
2026-05-23,Gujarat,Surat,Bardoli(Kadod) APMC,Bhindi(Ladies Finger),Other,Local,23/05/2026,1500,3700,2400
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Coriander(Leaves),Other,FAQ,23/05/2026,2000,2850,2425
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Garlic,Other,FAQ,23/05/2026,7000,13300,10150
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Potato,Other,FAQ,23/05/2026,850,1400,1125
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Onion,Other,FAQ,23/05/2026,700,1450,1075
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Orange,Other,Medium,23/05/2026,12000,12850,12425
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Pineapple,Other,Medium,23/05/2026,5000,6350,5675
2026-05-23,Gujarat,Banaskanth,Diyodar APMC,Mustard,Mustard,FAQ,23/05/2026,6750,7105,6927
2026-05-23,Gujarat,Surat,Songadh(Umrada) APMC,Guar,Guaar,FAQ,23/05/2026,5000,5000,5000
2026-05-23,Gujarat,Rajkot,Rajkot APMC,Corriander seed,"A-1, Green",FAQ,23/05/2026,11550,13025,12370
2026-05-23,Gujarat,Rajkot,Rajkot APMC,Jowar(Sorghum),Jowar ( White),FAQ,23/05/2026,4205,4855,4675
2026-05-23,Gujarat,Rajkot,Rajkot APMC,Wheat,Lokwan,FAQ,23/05/2026,2275,2450,2300
2026-05-23,Gujarat,Rajkot,Rajkot APMC,Groundnut,Bold,FAQ,23/05/2026,6500,8350,7200
2026-05-23,Gujarat,Rajkot,Rajkot APMC,Red gram/Arhar/Tur(whole),Arhar (Whole),FAQ,23/05/2026,6000,8200,7125
2026-05-23,Gujarat,Rajkot,Rajkot APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23/05/2026,5300,5810,5575
2026-05-23,Gujarat,Rajkot,Rajkot APMC,Corriander seed,Coriander Seed,FAQ,23/05/2026,11525,12550,12200
2026-05-23,Gujarat,Amreli,Rajula APMC,"Sesamum(Sesame,Gingelly,Til)",White,Local,23/05/2026,10505,12450,11477
2026-05-23,Gujarat,Amreli,Rajula APMC,Red gram/Arhar/Tur(whole),Other,Local,23/05/2026,5000,6805,5902
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Apple,Apple,Medium,23/05/2026,17500,20000,18750
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Bhindi(Ladies Finger),Bhindi,Medium,23/05/2026,2000,3000,2500
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Garlic,Garlic,FAQ,23/05/2026,17500,18000,17750
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Sweet Potato,Sweet Potato,Medium,23/05/2026,3000,3500,3250
2026-05-23,Gujarat,Jamnagar,Kalawad APMC,Corriander seed,Other,Local,23/05/2026,11300,11625,11525
2026-05-23,Gujarat,Jamnagar,Kalawad APMC,Wheat,Other,Local,23/05/2026,2000,2310,2250
2026-05-23,Gujarat,Surendranagar,Dasada Patadi APMC,Castor Seed,Castor seed,FAQ,23/05/2026,6350,6375,6365
2026-05-23,Gujarat,Amreli,Babra APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,23/05/2026,8000,9500,8750
2026-05-23,Gujarat,Amreli,Babra APMC,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,23/05/2026,14450,15500,14975
2026-05-23,Gujarat,Amreli,Babra APMC,Cummin Seed(Jeera),Other,FAQ,23/05/2026,13850,18500,16175
2026-05-23,Gujarat,Amreli,Damnagar APMC,Guar,Gwar,Local,23/05/2026,3000,3000,3000
2026-05-23,Gujarat,Amreli,Damnagar APMC,Bottle gourd,Bottle Gourd,Local,23/05/2026,3000,3000,3000
2026-05-23,Gujarat,Amreli,Damnagar APMC,Ginger(Green),Green Ginger,Local,23/05/2026,9000,9000,9000
2026-05-23,Gujarat,Amreli,Damnagar APMC,Green Chilli,Green Chilly,Local,23/05/2026,6000,6000,6000
2026-05-23,Gujarat,Junagarh,Bhesan APMC,Groundnut,Other,FAQ,23/05/2026,4500,6500,5500
2026-05-23,Gujarat,Surendranagar,Dhragradhra APMC,Castor Seed,Castor seed,Local,23/05/2026,6280,6355,6325
2026-05-23,Gujarat,Surendranagar,Dhragradhra APMC,Wheat,Wheat,Local,23/05/2026,2170,2170,2170
2026-05-23,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Banana,Banana - Ripe,Local,23/05/2026,1500,2500,2000
2026-05-23,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Mousambi(Sweet Lime),Mousambi,Local,23/05/2026,3000,6000,4500
2026-05-23,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Orange,Orange,Local,23/05/2026,7000,10000,8500
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,Cummin Seed(Jeera),Other,FAQ,23/05/2026,15500,16375,15940
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,23/05/2026,9950,17265,13610
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,23/05/2026,9000,11900,10450
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,Green Gram(Moong)(Whole),Local,FAQ,23/05/2026,5500,8305,6905
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,Corriander seed,Other,FAQ,23/05/2026,9265,9300,9285
2026-05-23,Gujarat,Surat,Surat APMC,Banana - Green,Other,FAQ,23/05/2026,700,1750,1225
2026-05-23,Gujarat,Surat,Surat APMC,Beetroot,Other,FAQ,23/05/2026,1500,2000,1750
2026-05-23,Gujarat,Surat,Surat APMC,Bottle gourd,Bottle Gourd,FAQ,23/05/2026,1000,5500,3250
2026-05-23,Gujarat,Surat,Surat APMC,Cowpea(Veg),Cowpea (Veg),FAQ,23/05/2026,3000,8000,5500
2026-05-23,Gujarat,Surat,Surat APMC,Indian Beans(Seam),Other,FAQ,23/05/2026,3500,7000,5250
2026-05-23,Gujarat,Surat,Surat APMC,Pegeon Pea(Arhar Fali),Other,FAQ,23/05/2026,6500,11000,8750
2026-05-23,Gujarat,Surat,Surat APMC,Surat Beans(Papadi),Other,FAQ,23/05/2026,4000,10000,7000
2026-05-23,Gujarat,Surat,Surat APMC,Sponge gourd,Other,FAQ,23/05/2026,1500,3000,2250
2026-05-23,Gujarat,Surat,Surat APMC,Sweet Potato,Other,FAQ,23/05/2026,2000,3000,2500
2026-05-23,Gujarat,Patan,Sami APMC,Castor Seed,Castor seed,Local,23/05/2026,6325,6450,6400
2026-05-23,Gujarat,Navsari,Bilimora APMC,Cabbage,Other,FAQ,23/05/2026,1000,1750,1400
2026-05-23,Gujarat,Navsari,Bilimora APMC,Tomato,Other,FAQ,23/05/2026,1500,2500,2000
2026-05-23,Gujarat,Patan,Siddhpur APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,23/05/2026,18555,18555,18555
2026-05-23,Gujarat,Patan,Siddhpur APMC,Suva(Dill Seed),Suva (Dill Seed),FAQ,23/05/2026,6000,6000,6000
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Corriander seed,Coriander Seed,FAQ,23/05/2026,9555,12255,11805
2026-05-23,Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Groundnut,Bold,FAQ,23/05/2026,4455,7355,6455
2026-05-23,Gujarat,Morbi,Vankaner APMC,Castor Seed,Other,FAQ,23/05/2026,6230,6330,6250
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Sponge gourd,Other,FAQ,23/05/2026,900,1500,1200
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Coriander(Leaves),Other,FAQ,23/05/2026,2750,3250,3000
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Cowpea(Veg),Other,FAQ,23/05/2026,4000,4500,4250
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Cucumbar(Kheera),Other,FAQ,23/05/2026,1000,3000,2000
2026-05-23,Gujarat,Vadodara(Baroda),Padra APMC,Green Chilli,Green Chilly,FAQ,23/05/2026,2000,2500,2250
2026-05-23,Gujarat,Gandhinagar,Dehgam(Rekhiyal) APMC,Bajra(Pearl Millet/Cumbu),Other,FAQ,23/05/2026,2445,2570,2507
2026-05-23,Gujarat,Dahod,Dahod APMC,Castor Seed,Castor seed,Local,23/05/2026,6000,6100,6040
2026-05-23,Gujarat,Dahod,Dahod APMC,Dry Chillies,Dry Chillies,FAQ,23/05/2026,13000,26000,25500
2026-05-23,Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Bottle gourd,Bottle Gourd,FAQ,23/05/2026,740,1280,1010
2026-05-23,Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Cluster beans,Cluster Beans,FAQ,23/05/2026,1610,3510,2560
2026-05-23,Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Coriander(Leaves),Coriander,FAQ,23/05/2026,2760,4680,3720
2026-05-23,Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Green Chilli,Green Chilly,FAQ,23/05/2026,2245,3165,2705
2026-05-23,Gujarat,Sabarkantha,Meghraj APMC,Wheat,Other,Local,23/05/2026,2400,2650,2650
2026-05-23,Gujarat,Ahmedabad,Viramgam APMC,Castor Seed,Castor seed,Local,23/05/2026,6400,6430,6415
2026-05-23,Gujarat,Amreli,Amreli APMC,Bajra(Pearl Millet/Cumbu),Other,FAQ,23/05/2026,2425,2500,2500
2026-05-23,Gujarat,Amreli,Bagasara APMC,Wheat,Lokwan Gujrat,Local,23/05/2026,2000,2220,2110
2026-05-23,Gujarat,Amreli,Bagasara APMC,Groundnut,Balli/Habbu,Local,23/05/2026,4500,6500,5500
2026-05-23,Gujarat,Banaskanth,Vadgam APMC,Bajra(Pearl Millet/Cumbu),Bold,FAQ,23/05/2026,2305,2395,2325
2026-05-23,Gujarat,Banaskanth,Vadgam APMC,Barley(Jau),Local,FAQ,23/05/2026,2250,2250,2250
2026-05-23,Gujarat,Banaskanth,Vadgam APMC,Mustard,Other,FAQ,23/05/2026,6640,6640,6640
2026-05-23,Gujarat,Gandhinagar,Kalol APMC,Paddy(Common),Other,Local,23/05/2026,1750,2480,2100
2026-05-23,Gujarat,Gandhinagar,Kalol APMC,Bajra(Pearl Millet/Cumbu),Other,Local,23/05/2026,1750,2480,2100
2026-05-23,Gujarat,Gandhinagar,Kalol APMC,Jowar(Sorghum),Other,Local,23/05/2026,4500,4850,4675
2026-05-23,Gujarat,Banaskanth,Palanpur APMC,Wheat,Deshi,Local,23/05/2026,2470,2470,2470
2026-05-23,Gujarat,Ahmedabad,Dholka APMC,Wheat,Other,Grade Range-2,23/05/2026,2100,2425,2425
2026-05-23,Gujarat,Sabarkantha,Bhiloda APMC,Green Gram(Moong)(Whole),Other,Non-FAQ,23/05/2026,8000,9000,8500
2026-05-23,Gujarat,Surat,Songadh APMC,Bhindi(Ladies Finger),Bhindi,FAQ,23/05/2026,2500,4500,3500
2026-05-23,Gujarat,Sabarkantha,Vadali APMC,Green Gram(Moong)(Whole),Other,Non-FAQ,23/05/2026,7700,7950,7825
2026-05-23,Gujarat,Sabarkantha,Vadali APMC,Wheat,Other,FAQ,23/05/2026,2360,2500,2430
2026-05-23,Gujarat,Gandhinagar,"Kalol(Veg,Market,Kalol) APMC",Bhindi(Ladies Finger),Bhindi,Local,23/05/2026,1200,3000,1750
2026-05-23,Gujarat,Gandhinagar,"Kalol(Veg,Market,Kalol) APMC",Lemon,Other,Local,23/05/2026,5000,7500,6500
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Carrot,Carrot,Local,23/05/2026,2500,3000,2700
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Coriander(Leaves),Coriander,Local,23/05/2026,2000,4000,3500
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Cucumbar(Kheera),Cucumbar,Local,23/05/2026,1500,3000,2500
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Drumstick,Drumstick,Local,23/05/2026,3000,4000,3500
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Lemon,Lemon,Local,23/05/2026,5000,9000,7000
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Pointed gourd(Parval),Pointed gourd (Parval),Local,23/05/2026,3000,4000,3500
2026-05-23,Gujarat,Dahod,Dahod(Veg. Market) APMC,Potato,Potato,Local,23/05/2026,700,1100,1000
2026-05-23,Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Ginger(Green),Green Ginger,Grade B,23/05/2026,5000,6000,5500
2026-05-23,Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Lemon,Lemon,Grade B,23/05/2026,6000,7000,6500
2026-05-23,Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Bhindi(Ladies Finger),Other,Local,23/05/2026,3000,4000,3500
2026-05-23,Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Mango,Other,Local,23/05/2026,3500,3500,3500
2026-05-23,Gujarat,Surat,Songadh(Badarpada) APMC,Guar,Other,FAQ,23/05/2026,5000,5000,5000
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Guar,Other,FAQ,23/05/2026,550,2300,1425
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Mango,Other,Medium,23/05/2026,5000,12300,8650
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Mousambi(Sweet Lime),Other,Medium,23/05/2026,7000,7850,7425
2026-05-23,Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Tender Coconut,Other,Medium,23/05/2026,5000,6400,5700
2026-05-23,Gujarat,Banaskanth,Diyodar APMC,Wheat,Other,FAQ,23/05/2026,2179,2305,2242
2026-05-23,Gujarat,Surat,Songadh(Umrada) APMC,Bhindi(Ladies Finger),Bhindi,FAQ,23/05/2026,2500,4500,3500
2026-05-23,Gujarat,Amreli,Rajula APMC,Cotton,Local,Local,23/05/2026,5500,9290,7395
2026-05-23,Gujarat,Amreli,Rajula APMC,Jowar(Sorghum),Local,Local,23/05/2026,2255,4830,3543
2026-05-23,Gujarat,Amreli,Rajula APMC,Green Gram(Moong)(Whole),Local,Local,23/05/2026,8000,8330,8165
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Bitter gourd,Bitter Gourd,Medium,23/05/2026,2500,3000,2750
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Banana - Green,Banana - Green,Medium,23/05/2026,1000,1500,1250
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Karbuja(Musk Melon),Other,Medium,23/05/2026,2000,2500,2250
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Mango,Keshar,Medium,23/05/2026,7500,10000,8750
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Brinjal,Brinjal,Local,23/05/2026,2500,3000,2750
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Ridgeguard(Tori),Ridgeguard(Tori),Medium,23/05/2026,2000,3000,2500
2026-05-23,Gujarat,Surendranagar,Vadhvan APMC,Tinda,Tinda,Medium,23/05/2026,4000,4500,4250
2026-05-23,Gujarat,Jamnagar,Kalawad APMC,Bengal Gram(Gram)(Whole),Other,Local,23/05/2026,5520,5665,5610
2026-05-23,Gujarat,Jamnagar,Kalawad APMC,Green Gram(Moong)(Whole),Other,Local,23/05/2026,7200,8300,7925
2026-05-23,Gujarat,Rajkot,Dhoraji APMC,Castor Seed,Castor seed,Local,23/05/2026,6030,6380,6280
2026-05-23,Gujarat,Amreli,Babra APMC,Groundnut,G20,FAQ,23/05/2026,6325,6825,6550
2026-05-23,Gujarat,Amreli,Damnagar APMC,Bhindi(Ladies Finger),Bhindi,Local,23/05/2026,2500,2500,2500
2026-05-23,Gujarat,Amreli,Damnagar APMC,Brinjal,Other,Local,23/05/2026,3500,3500,3500
2026-05-23,Gujarat,Amreli,Damnagar APMC,Coriander(Leaves),Coriander,Local,23/05/2026,5000,5000,5000
2026-05-23,Gujarat,Surendranagar,Dhragradhra APMC,"Sesamum(Sesame,Gingelly,Til)",White,Local,23/05/2026,9800,11755,10750
2026-05-23,Gujarat,Surendranagar,Dhragradhra APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),Local,23/05/2026,13950,15550,15000
2026-05-23,Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Guar,Gwar,Local,23/05/2026,1000,4500,2750
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,Black Gram(Urd Beans)(Whole),Local,FAQ,23/05/2026,5675,7855,6765
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,Groundnut,Bold,FAQ,23/05/2026,6300,8505,7405
2026-05-23,Gujarat,Bhavnagar,Taleja APMC,Red gram/Arhar/Tur(whole),Other,FAQ,23/05/2026,5125,5350,5240
2026-05-23,Gujarat,Surat,Surat APMC,Bitter gourd,Bitter Gourd,FAQ,23/05/2026,2000,5000,3500
2026-05-23,Gujarat,Surat,Surat APMC,Cabbage,Cabbage,FAQ,23/05/2026,1000,2500,1750
2026-05-23,Gujarat,Surat,Surat APMC,Cauliflower,Cauliflower,FAQ,23/05/2026,700,1700,1200
2026-05-23,Gujarat,Surat,Surat APMC,Carrot,Carrot,FAQ,23/05/2026,1100,1825,1462.5
2026-05-23,Gujarat,Surat,Surat APMC,Cucumbar(Kheera),Cucumbar,FAQ,23/05/2026,1500,3500,2500
2026-05-23,Gujarat,Surat,Surat APMC,Ginger(Green),Green Ginger,FAQ,23/05/2026,3500,6500,5000
2026-05-23,Gujarat,Surat,Surat APMC,Mango(Raw-Ripe),Other,FAQ,23/05/2026,1500,7000,4250
2026-05-23,Gujarat,Surat,Surat APMC,Pea Pod/Pea Cod/हरी मटर,Other,FAQ,23/05/2026,5000,6500,5750
2026-05-23,Gujarat,Surat,Surat APMC,Pointed gourd(Parval),Other,FAQ,23/05/2026,2000,3000,2500
2026-05-23,Gujarat,Surat,Surat APMC,Yam(Ratalu),Other,FAQ,23/05/2026,5000,8000,6500
2026-05-23,Gujarat,Patan,Sami APMC,Cummin Seed(Jeera),Cummin Seed(Jeera),Local,23/05/2026,17500,18750,18250
2026-05-23,Gujarat,Patan,Sami APMC,Red gram/Arhar/Tur(whole),777 New Ind,Local,23/05/2026,5500,5750,5625
2026-05-23,Gujarat,Navsari,Bilimora APMC,Long Melon(Kakri),Other,FAQ,23/05/2026,2000,2500,2200
